Date,Open,High,Low,Close,Volume,MA7,MA21,MA50,RSI,MACD,MACD_Signal,MACD_Hist,Day_of_Week,Month,Year
2015-03-08,276.4330139160156,277.8580017089844,272.56500244140625,274.35400390625,22067900,275.71143014090404,253.72133454822358,240.52022125244142,62.377849542245364,10.570900351386427,8.033140725909412,2.5377596254770154,6,3,2015
2015-03-09,274.81201171875,292.70098876953125,273.89300537109375,289.60699462890625,59178200,277.70242745535717,256.3767627534412,242.1055810546875,68.50768729261912,11.675993978716974,8.761711376470924,2.9142826022460504,0,3,2015
2015-03-10,289.86199951171875,300.04400634765625,289.7430114746094,291.760009765625,67770800,279.13928658621654,258.6696203322638,243.64356140136718,69.268821668209,12.580498808999494,9.525468862976638,3.055029946022856,1,3,2015
2015-03-11,291.5249938964844,297.3909912109375,290.50799560546875,296.3789978027344,33963900,282.4659990583147,261.52928670247394,245.34484130859374,70.8940805296267,13.514255213930426,10.323226133167395,3.1910290807630304,2,3,2015
2015-03-12,296.12701416015625,297.0880126953125,292.4129943847656,294.35400390625,32585200,285.0625697544643,264.1040961855934,246.69398132324218,69.16703396624678,13.930284163784279,11.044637739290772,2.8856464244935065,3,3,2015
2015-03-13,294.1180114746094,294.49798583984375,285.3370056152344,285.3370056152344,31421500,286.8645717075893,266.0830485026042,247.73260131835937,61.93212596174565,13.37817838716387,11.511345868865392,1.8668325182984784,4,3,2015
2015-03-14,284.4419860839844,286.3420104980469,280.97601318359375,281.885009765625,22612300,287.66800362723217,267.8616681780134,248.7127215576172,59.371733437700414,12.51778611961879,11.712633919016072,0.8051522006027181,5,3,2015
2015-03-15,281.42498779296875,286.52899169921875,280.9960021972656,286.39300537109375,11970100,289.3878609793527,270.2624301002139,249.48364166259765,61.6041379282262,12.060648965487019,11.782236928310262,0.2784120371767571,6,3,2015
2015-03-16,285.68499755859375,294.11199951171875,285.68499755859375,290.5929870605469,21516100,289.5287170410156,272.7243819463821,250.22114135742189,63.61032473766908,11.900091056816052,11.80580775401142,0.09428330280463193,0,3,2015
2015-03-17,290.5950012207031,292.364990234375,284.3739929199219,285.5050048828125,21497200,288.63514491489957,274.95152500697543,250.46178161621094,59.550955558091665,11.23280533006863,11.691207269222863,-0.4584019391542338,1,3,2015
2015-03-18,285.0669860839844,285.33599853515625,249.8699951171875,256.29901123046875,57008000,282.909432547433,275.84814453125,250.31826171875,42.70430176035272,8.252171089494766,11.003400033277243,-2.7512289437824773,2,3,2015
2015-03-19,255.8800048828125,264.2439880371094,248.63600158691406,260.9280090332031,52732000,278.13429042271207,277.01490711030505,250.8585220336914,45.34346749505199,6.192139288813223,10.04114788438444,-3.8490085955712168,3,3,2015
2015-03-20,260.95599365234375,264.8479919433594,259.1619873046875,261.7489929199219,18456700,274.7645743233817,277.39209710984005,251.42324188232422,45.82013430562537,4.573080161991129,8.947534339905777,-4.374454177914648,4,3,2015
2015-03-21,261.6440124511719,262.1960144042969,255.64999389648438,260.0249938964844,17130100,271.6417149135045,277.6664777483259,252.09524169921875,44.93392909532726,3.114944682844964,7.781016408493615,-4.666071725648651,5,3,2015
